product_id,브랜드,상품명,마케팅용어(상품명 기준),계열(family),매칭유형,매칭성분수,매칭성분,최고순위(label_rank),전체성분수,농도위치(상위%)
p-8d07a757af76,닥터지,닥터지 레드 블레미쉬 클리어 히알 시카 수딩 세럼 50ml,히알루론산,마데카소사이드 계열,정확(어근일치),1,마데카소사이드(rank40),40,45,89%
p-8d07a757af76,닥터지,닥터지 레드 블레미쉬 클리어 히알 시카 수딩 세럼 50ml,히알루론산,마데카소사이드 계열,유연물질(관련이지만 다른 물질),5,아시아티코사이드(rank27); 병풀잎추출물(rank28); 마데카식애씨드(rank29); 아시아틱애씨드(rank30); 병풀추출물(rank41),27,45,60%
p-8d07a757af76,닥터지,닥터지 레드 블레미쉬 클리어 히알 시카 수딩 세럼 50ml,히알루론산,NMN 계열,정확(어근일치),0,,,45,해당없음(0건)
p-8d07a757af76,닥터지,닥터지 레드 블레미쉬 클리어 히알 시카 수딩 세럼 50ml,히알루론산,EGF 계열,정확(DB 정의문 근거),0,,,45,해당없음(0건)
p-7506d24a70c0,닥터지,닥터지 레드 블레미쉬 클리어 수딩크림 EX 70ml,,히알루론산 계열,정확(어근일치),1,소듐하이알루로네이트(rank9),9,45,20%
p-7506d24a70c0,닥터지,닥터지 레드 블레미쉬 클리어 수딩크림 EX 70ml,,B5/판토텐산 계열,정확(어근일치),2,판테놀(rank20); 칼슘판토테네이트(rank35),20,45,44%
p-7506d24a70c0,닥터지,닥터지 레드 블레미쉬 클리어 수딩크림 EX 70ml,,비타민C 계열,정확(어근일치),0,,,45,해당없음(0건)
p-7506d24a70c0,닥터지,닥터지 레드 블레미쉬 클리어 수딩크림 EX 70ml,,콜라겐 계열,정확(어근일치),0,,,45,해당없음(0건)
p-7506d24a70c0,닥터지,닥터지 레드 블레미쉬 클리어 수딩크림 EX 70ml,,콜라겐 계열,유연물질(관련이지만 다른 물질),0,,,45,해당없음(0건)
p-7506d24a70c0,닥터지,닥터지 레드 블레미쉬 클리어 수딩크림 EX 70ml,,비피다 발효물 계열,정확(어근일치),1,비피다발효여과물(rank11),11,45,24%
p-7506d24a70c0,닥터지,닥터지 레드 블레미쉬 클리어 수딩크림 EX 70ml,,마데카소사이드 계열,정확(어근일치),1,마데카소사이드(rank31),31,45,69%
p-7506d24a70c0,닥터지,닥터지 레드 블레미쉬 클리어 수딩크림 EX 70ml,,마데카소사이드 계열,유연물질(관련이지만 다른 물질),7,병풀잎추출물(rank10); 병풀꽃/잎/줄기추출물(rank13); 병풀뿌리추출물(rank14); 병풀추출물(rank15); 아시아티코사이드(rank39); 마데카식애씨드(rank40); 아시아틱애씨드(rank41),10,45,22%
p-7506d24a70c0,닥터지,닥터지 레드 블레미쉬 클리어 수딩크림 EX 70ml,,NMN 계열,정확(어근일치),0,,,45,해당없음(0건)
p-7506d24a70c0,닥터지,닥터지 레드 블레미쉬 클리어 수딩크림 EX 70ml,,EGF 계열,정확(DB 정의문 근거),0,,,45,해당없음(0건)
p-39470481ac04,아떼,아떼 비타 EGF 흔적엔딩 세럼,EGF,히알루론산 계열,정확(어근일치),6,소듐하이알루로네이트(rank16); 하이드롤라이즈드하이알루로닉애씨드(rank17); 하이알루로닉애씨드(rank19); 소듐하이알루로네이트크로스폴리머(rank53); 하이드록시프로필트라이모늄하이알루로네이트(rank55); 소듐아세틸레이티드하이알루로네이트(rank58),16,62,26%
p-39470481ac04,아떼,아떼 비타 EGF 흔적엔딩 세럼,EGF,B5/판토텐산 계열,정확(어근일치),1,판테놀(rank23),23,62,37%
p-39470481ac04,아떼,아떼 비타 EGF 흔적엔딩 세럼,EGF,비타민C 계열,정확(어근일치),4,소듐아스코빌포스페이트(rank47); 3-O-에틸아스코빅애씨드(rank48); 아스코빅애씨드(rank56); 아스코빌글루코사이드(rank57),47,62,76%
p-39470481ac04,아떼,아떼 비타 EGF 흔적엔딩 세럼,EGF,콜라겐 계열,정확(어근일치),0,,,62,해당없음(0건)
p-39470481ac04,아떼,아떼 비타 EGF 흔적엔딩 세럼,EGF,콜라겐 계열,유연물질(관련이지만 다른 물질),2,팔미토일트라이펩타이드-5(rank36); 헥사펩타이드-2(rank38),36,62,58%
p-39470481ac04,아떼,아떼 비타 EGF 흔적엔딩 세럼,EGF,비피다 발효물 계열,정확(어근일치),0,,,62,해당없음(0건)
p-39470481ac04,아떼,아떼 비타 EGF 흔적엔딩 세럼,EGF,마데카소사이드 계열,정확(어근일치),0,,,62,해당없음(0건)
p-39470481ac04,아떼,아떼 비타 EGF 흔적엔딩 세럼,EGF,마데카소사이드 계열,유연물질(관련이지만 다른 물질),1,병풀잎추출물(rank15),15,62,24%
p-39470481ac04,아떼,아떼 비타 EGF 흔적엔딩 세럼,EGF,NMN 계열,정확(어근일치),0,,,62,해당없음(0건)
p-39470481ac04,아떼,아떼 비타 EGF 흔적엔딩 세럼,EGF,EGF 계열,정확(DB 정의문 근거),1,에스에이치-올리고펩타이드-1(rank46),46,62,74%
p-3f286a959089,성분에디터,성분에디터 그린토마토 NMN 포어 리프팅 크림 50ml,NMN,히알루론산 계열,정확(어근일치),4,하이알루로닉애씨드(rank33); 하이드롤라이즈드하이알루로닉애씨드(rank34); 소듐하이알루로네이트(rank35); 소듐하이알루로네이트크로스폴리머(rank40),33,50,66%
p-3f286a959089,성분에디터,성분에디터 그린토마토 NMN 포어 리프팅 크림 50ml,NMN,B5/판토텐산 계열,정확(어근일치),1,판토테닉애씨드(rank43),43,50,86%
p-3f286a959089,성분에디터,성분에디터 그린토마토 NMN 포어 리프팅 크림 50ml,NMN,비타민C 계열,정확(어근일치),0,,,50,해당없음(0건)
p-3f286a959089,성분에디터,성분에디터 그린토마토 NMN 포어 리프팅 크림 50ml,NMN,콜라겐 계열,정확(어근일치),0,,,50,해당없음(0건)
p-3f286a959089,성분에디터,성분에디터 그린토마토 NMN 포어 리프팅 크림 50ml,NMN,콜라겐 계열,유연물질(관련이지만 다른 물질),0,,,50,해당없음(0건)
p-3f286a959089,성분에디터,성분에디터 그린토마토 NMN 포어 리프팅 크림 50ml,NMN,비피다 발효물 계열,정확(어근일치),0,,,50,해당없음(0건)
p-3f286a959089,성분에디터,성분에디터 그린토마토 NMN 포어 리프팅 크림 50ml,NMN,마데카소사이드 계열,정확(어근일치),0,,,50,해당없음(0건)
p-3f286a959089,성분에디터,성분에디터 그린토마토 NMN 포어 리프팅 크림 50ml,NMN,마데카소사이드 계열,유연물질(관련이지만 다른 물질),0,,,50,해당없음(0건)
p-3f286a959089,성분에디터,성분에디터 그린토마토 NMN 포어 리프팅 크림 50ml,NMN,NMN 계열,정확(어근일치),1,니코틴아마이드모노뉴클레오타이드(rank11),11,50,22%
p-3f286a959089,성분에디터,성분에디터 그린토마토 NMN 포어 리프팅 크림 50ml,NMN,EGF 계열,정확(DB 정의문 근거),0,,,50,해당없음(0건)
p-fdd1f5a784ee,아비브,아비브 부활초 비피다 세럼 퍼밍 드롭 50ml,비피다,히알루론산 계열,정확(어근일치),1,소듐하이알루로네이트(rank18),18,57,32%
p-fdd1f5a784ee,아비브,아비브 부활초 비피다 세럼 퍼밍 드롭 50ml,비피다,B5/판토텐산 계열,정확(어근일치),1,판테놀(rank23),23,57,40%
p-fdd1f5a784ee,아비브,아비브 부활초 비피다 세럼 퍼밍 드롭 50ml,비피다,비타민C 계열,정확(어근일치),1,소듐아스코빌포스페이트(rank42),42,57,74%
p-fdd1f5a784ee,아비브,아비브 부활초 비피다 세럼 퍼밍 드롭 50ml,비피다,콜라겐 계열,정확(어근일치),1,수용성콜라겐(rank22),22,57,39%
p-fdd1f5a784ee,아비브,아비브 부활초 비피다 세럼 퍼밍 드롭 50ml,비피다,콜라겐 계열,유연물질(관련이지만 다른 물질),1,팔미토일트라이펩타이드-5(rank54),54,57,95%
p-fdd1f5a784ee,아비브,아비브 부활초 비피다 세럼 퍼밍 드롭 50ml,비피다,비피다 발효물 계열,정확(어근일치),2,비피다발효여과물(rank20); 비피다발효용해물(rank21),20,57,35%
p-fdd1f5a784ee,아비브,아비브 부활초 비피다 세럼 퍼밍 드롭 50ml,비피다,마데카소사이드 계열,정확(어근일치),0,,,57,해당없음(0건)
p-fdd1f5a784ee,아비브,아비브 부활초 비피다 세럼 퍼밍 드롭 50ml,비피다,마데카소사이드 계열,유연물질(관련이지만 다른 물질),3,아시아티코사이드(rank50); 아시아틱애씨드(rank51); 마데카식애씨드(rank53),50,57,88%
p-fdd1f5a784ee,아비브,아비브 부활초 비피다 세럼 퍼밍 드롭 50ml,비피다,NMN 계열,정확(어근일치),0,,,57,해당없음(0건)
p-fdd1f5a784ee,아비브,아비브 부활초 비피다 세럼 퍼밍 드롭 50ml,비피다,EGF 계열,정확(DB 정의문 근거),0,,,57,해당없음(0건)
p-b647edef067b,메디힐,메디힐 콜라겐 탄력 볼륨 세럼 40ml,콜라겐,히알루론산 계열,정확(어근일치),1,소듐하이알루로네이트(rank30),30,48,62%
p-b647edef067b,메디힐,메디힐 콜라겐 탄력 볼륨 세럼 40ml,콜라겐,B5/판토텐산 계열,정확(어근일치),0,,,48,해당없음(0건)
p-b647edef067b,메디힐,메디힐 콜라겐 탄력 볼륨 세럼 40ml,콜라겐,비타민C 계열,정확(어근일치),0,,,48,해당없음(0건)
p-b647edef067b,메디힐,메디힐 콜라겐 탄력 볼륨 세럼 40ml,콜라겐,콜라겐 계열,정확(어근일치),0,,,48,해당없음(0건)
p-b647edef067b,메디힐,메디힐 콜라겐 탄력 볼륨 세럼 40ml,콜라겐,콜라겐 계열,유연물질(관련이지만 다른 물질),1,팔미토일트라이펩타이드-5(rank43),43,48,90%
p-b647edef067b,메디힐,메디힐 콜라겐 탄력 볼륨 세럼 40ml,콜라겐,비피다 발효물 계열,정확(어근일치),0,,,48,해당없음(0건)
p-b647edef067b,메디힐,메디힐 콜라겐 탄력 볼륨 세럼 40ml,콜라겐,마데카소사이드 계열,정확(어근일치),0,,,48,해당없음(0건)
p-b647edef067b,메디힐,메디힐 콜라겐 탄력 볼륨 세럼 40ml,콜라겐,마데카소사이드 계열,유연물질(관련이지만 다른 물질),0,,,48,해당없음(0건)
p-b647edef067b,메디힐,메디힐 콜라겐 탄력 볼륨 세럼 40ml,콜라겐,NMN 계열,정확(어근일치),0,,,48,해당없음(0건)
p-b647edef067b,메디힐,메디힐 콜라겐 탄력 볼륨 세럼 40ml,콜라겐,EGF 계열,정확(DB 정의문 근거),0,,,48,해당없음(0건)
p-766b8f4c51d2,어퓨,어퓨 마데카소사이드 테트라좀시카 앰플 50ml,마데카소사이드,히알루론산 계열,정확(어근일치),1,소듐하이알루로네이트(rank8),8,27,30%
p-766b8f4c51d2,어퓨,어퓨 마데카소사이드 테트라좀시카 앰플 50ml,마데카소사이드,B5/판토텐산 계열,정확(어근일치),0,,,27,해당없음(0건)
p-766b8f4c51d2,어퓨,어퓨 마데카소사이드 테트라좀시카 앰플 50ml,마데카소사이드,비타민C 계열,정확(어근일치),0,,,27,해당없음(0건)
p-766b8f4c51d2,어퓨,어퓨 마데카소사이드 테트라좀시카 앰플 50ml,마데카소사이드,콜라겐 계열,정확(어근일치),0,,,27,해당없음(0건)
p-766b8f4c51d2,어퓨,어퓨 마데카소사이드 테트라좀시카 앰플 50ml,마데카소사이드,콜라겐 계열,유연물질(관련이지만 다른 물질),0,,,27,해당없음(0건)
p-766b8f4c51d2,어퓨,어퓨 마데카소사이드 테트라좀시카 앰플 50ml,마데카소사이드,비피다 발효물 계열,정확(어근일치),0,,,27,해당없음(0건)
p-766b8f4c51d2,어퓨,어퓨 마데카소사이드 테트라좀시카 앰플 50ml,마데카소사이드,마데카소사이드 계열,정확(어근일치),1,마데카소사이드(rank14),14,27,52%
p-766b8f4c51d2,어퓨,어퓨 마데카소사이드 테트라좀시카 앰플 50ml,마데카소사이드,마데카소사이드 계열,유연물질(관련이지만 다른 물질),4,병풀잎추출물(rank7); 아시아티코사이드(rank21); 마데카식애씨드(rank22); 아시아틱애씨드(rank24),7,27,26%
p-766b8f4c51d2,어퓨,어퓨 마데카소사이드 테트라좀시카 앰플 50ml,마데카소사이드,NMN 계열,정확(어근일치),0,,,27,해당없음(0건)
p-766b8f4c51d2,어퓨,어퓨 마데카소사이드 테트라좀시카 앰플 50ml,마데카소사이드,EGF 계열,정확(DB 정의문 근거),0,,,27,해당없음(0건)
